scan,25a,25b,100aa,100ab,100ac,100ba,100bb,100bc,250aaa,250aab,250aac,250aba,250abb,250abc,250aca,250acb,250acc,250baa,250bab,250bac,250bba,250bbb,250bbc,250bca,250bcb,250bcc
0.00674673,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00761457,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01455726,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00697069,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16984407,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00921027,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01105792,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00895832,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00951821,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00823045,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00991014,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00179166,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0037233,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00291145,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00232356,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01380141,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00761457,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0037233,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01097394,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00075586,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00050391,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00837043,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01226169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00769855,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02077209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00058789,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0117018,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00363932,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00649478,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00394726,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01458526,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00349934,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00195963,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00083984,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00064388,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02273173,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02026819,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00307942,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00187565,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00940623,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04504353,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00095182,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00613085,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00187565,,,,,,,,,,,,,,,,,,,,,,,,,,
2.31194535,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00117578,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54808096,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02077209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00750259,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00235156,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00064388,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06564766,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00411523,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00198763,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05556955,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00473111,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00576692,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01002212,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00358333,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05232216,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00705467,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00713866,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02956244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00498306,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01497718,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00260351,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00221158,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00411523,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01377341,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04101229,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05064248,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00652277,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01539711,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00501106,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01074998,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0207441,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00151172,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03600123,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00086784,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00277148,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00260351,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00778254,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04487556,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02077209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00587889,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02273173,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00377929,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00534699,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01030206,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00540298,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00498306,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01066599,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01604098,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0042552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00316341,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00307942,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00540298,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00288346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02849864,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11494639,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02161194,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02211584,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0026595,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00828644,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00568293,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01349346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00288346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08037289,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01366143,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01186977,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0069147,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00481509,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00257552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00758657,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00865037,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00963019,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00680272,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00716665,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00095182,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00204362,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04372778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10926346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01500518,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00487108,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09484617,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01024607,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00389127,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00120377,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0074466,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00064388,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00713866,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00495507,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00355533,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00389127,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00100781,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00999412,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01198175,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00120377,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06948294,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0037233,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1106632,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02973041,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03261387,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05923686,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00257552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00128776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03219395,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02995437,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03516139,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04305591,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00254752,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00503905,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01158982,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00565494,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00408723,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03930461,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005319,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01002212,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0563814,,,,,,,,,,,,,,,,,,,,,,,,,,
5.599E-05,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0239355,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00349934,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010638,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00170768,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01884046,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00089583,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00162369,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01172979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01427732,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00907029,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01080597,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00078385,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01130987,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00946222,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00974217,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01203774,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02525125,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02992637,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00030794,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00288346,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02242378,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01130987,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00352734,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00151172,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00498306,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00128776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00016797,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0196803,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09381036,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00949022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01480922,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09266258,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00153971,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00232356,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01041404,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00839842,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00431119,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00408723,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06872708,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02614708,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00909829,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00523502,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02113603,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14588057,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00764256,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00599087,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00831444,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00291145,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01072198,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16620475,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00823045,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00604686,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00492707,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00775454,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00095182,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01088995,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02768679,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07690154,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03717701,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00487108,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12141317,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00377929,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00523502,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01061001,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00918227,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03471347,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10761177,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00237955,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00195963,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00708267,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01816858,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00677473,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00775454,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0590409,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00909829,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07622967,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01567705,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03219395,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00915428,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00173567,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06035665,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02779877,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00873436,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00156771,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04983063,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02875059,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00674673,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00506705,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00078385,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03300579,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00366731,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00324739,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00383528,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0015957,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05940483,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01265362,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01819658,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04400773,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00977016,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03443353,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01847653,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00747459,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00912628,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00419921,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10671594,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00722264,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00307942,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00389127,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00218359,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00979816,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17435122,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02653901,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00442317,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00565494,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00327538,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00540298,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01044204,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00145573,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04767504,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01895244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00184765,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01674085,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00881834,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03916464,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00061588,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00195963,,,,,,,,,,,,,,,,,,,,,,,,,,
0.63847597,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00447916,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01091795,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00181966,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01867249,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04025643,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06293217,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04641527,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00453515,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00226757,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00089583,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02228381,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00363932,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00137174,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00249153,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00184765,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01405336,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01298956,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03630917,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04056437,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00097982,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00660676,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00307942,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0436158,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00613085,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00165169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00058789,,,,,,,,,,,,,,,,,,,,,,,,,,
0.11197895,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00481509,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05934884,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00181966,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01970829,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00201562,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00545897,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00963019,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00736262,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00803449,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00271549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00313541,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00929425,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02071611,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01016209,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00123177,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01027407,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02617508,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00741861,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01086196,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01536911,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01380141,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00162369,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0175527,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00949022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08451611,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00195963,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02709891,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04210408,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03849276,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00879035,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0010638,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06231628,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01293357,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00173567,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01077797,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01475323,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01226169,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03558131,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00965818,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01343747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00100781,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00170768,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00769855,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00240755,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02278772,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02564318,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00145573,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01035805,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00226757,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03647714,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02351558,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00215559,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01038605,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02981439,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00095182,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02488732,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04238403,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0553176,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00288346,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08443213,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00257552,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00789452,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16094174,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00193164,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00515103,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07295428,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00669074,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02208785,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00582291,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00369531,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0164889,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01324151,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00708267,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02172392,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00282747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10819966,,,,,,,,,,,,,,,,,,,,,,,,,,
